Incident_ID,Age,Gender,Race,School_Affiliation,Shooter_Outcome,Shooter_Died,Injury
20190507COSTH,16,Transgender,White,Student,Apprehended/Killed by LE,false,None
20190430VACDW,16,Male,,Student,Apprehended/Killed by SRO,false,None
20190430FLWEW,Adult,,,Police Officer/SRO,Law Enforcement,false,None
20190426GACRF,Adult,,,Parent,Fled/Escaped,false,None
20190425GAWYS,,,,,Fled/Escaped,false,None
20190424ARCOC,14,Male,,Student,Suicide,true,Suicide
20190417ILWAL,Teen,Male,,Student,Suicide,true,Suicide
20190410TXROH,,Male,,No Relation,Fled/Escaped,false,None
20190410TXROH,,Male,,No Relation,Fled/Escaped,false,None
20190407MAHOL,,,,,Fled/Escaped,false,None
20190405WISTM,59,Male,,Other Staff,,false,None
20190403FLSAJ,,,,No Relation,Fled/Escaped,false,None
20190403COAUA,30,Male,Other,Other Staff,Fled/Apprehended,false,None
20190401ARPRP,14,Male,,Student,Apprehended/Killed by SRO,false,None
20190327MSSVH,,,,,Fled/Escaped,false,None
20190327FLMAJ,,,,,Fled/Escaped,false,None
20190322ALBLB,74,Male,White,Teacher,Surrendered,false,Wounded
20190313FLLAO,17,Female,,Student,Suicide,true,Suicide
20190301KSHIM,26,Male,White,No Relation,Apprehended/Killed by LE,false,Wounded
20190226ALROM,Teen,Male,Black,Student,Fled/Apprehended,false,None
20190217COEAA,31,Male,Black,Other Staff,Surrendered,false,None
20190214NMVR,16,Male,,Student,Fled/Apprehended,false,None
20190212MOCEK,21,Female,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20190208MDFRB,25,Male,Black,No Relation,Apprehended/Killed by LE,false,None
20190205MNMIM,31,Male,,No Relation,Apprehended/Killed by LE,false,None
20190131TXATA,16,Male,,Student,Fled/Escaped,false,None
20190131TNMAM,,,,,Fled/Escaped,false,None
20190130GAMIL,16,Male,,No Relation,Fled/Escaped,false,None
20190127NVRER,35,Male,White,No Relation,Apprehended/Killed by LE,false,Wounded
20190125TNMAM,16,Male,Black,,Fled/Apprehended,false,None
20190125TNMAM,16,Male,Black,,Fled/Apprehended,false,None
20190125ALDAM,15,Male,,Student,Fled/Escaped,false,None
20190123LASOS,Adult,,,No Relation,Fled/Escaped,false,None
20190119KSLAO,,Male,,No Relation,Fled/Escaped,false,None
20190118NCSHD,,Male,,No Relation,Fled/Escaped,false,None
20190118MOHAS,,Male,,,Fled/Escaped,false,None
20190118ALCET,19,Male,Black,No Relation,Fled/Apprehended,false,None
20190111ORCAE,30,Male,,Parent,Apprehended/Killed by LE,false,None
20190107CACEB,,,,,Fled/Escaped,false,None
20181218DEAIG,,,,,Fled/Escaped,false,None
20181214MOWIK,Teen,Male,,Student,Fled/Escaped,false,None
20181213INDER,14,Male,,Former Student,Suicide,true,Suicide
20181211KYCAC,,,,No Relation,Fled/Escaped,false,None
20181210NYJEJ,17,Male,,Student,Suicide,true,Suicide
20181128PASTP,,,,,Fled/Escaped,false,None
20181124OHAFC,Adult,Male,,No Relation,Fled/Escaped,false,None
20181122WAMOD,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20181122TXSKD,Teen,Male,Black,,Fled/Escaped,false,None
20181121MIPEP,22,Male,,No Relation,Fled/Apprehended,false,None
20181120VASIP,29,Male,Black,Parent,Fled/Apprehended,false,None
20181112MDEAE,,Male,,Police Officer/SRO,Suicide,true,Suicide
20181109GAGAM,Teen,Male,,Student,Fled/Apprehended,false,None
20181108CACLS,29,Male,Hispanic,No Relation,Fled/Apprehended,false,None
20181108CACLS,29,Male,Hispanic,No Relation,Fled/Apprehended,false,None
20181105SCACC,12,Male,,Student,Apprehended/Killed by LE,false,None
20181104KYCRL,Adult,Male,,,Fled/Escaped,false,None
20181029NCBUM,16,Male,Black,Student,Surrendered,false,None
20181026FLSAO,16,Male,Hispanic,No Relation,Fled/Apprehended,false,None
20181025MICOD,,,,,Fled/Escaped,false,None
20181023NHGOM,,Male,,,Fled/Escaped,false,None
20181022CTDUB,18,Male,Black,No Relation,Fled/Apprehended,false,None
20181020GASHS,18,Male,Black,No Relation,Fled/Apprehended,false,None
20181013TNMCN,,Male,Black,,Fled/Escaped,false,None
20181012MIBAB,,,,,Fled/Escaped,false,None
20181007VAVAH,,Male,,,Fled/Escaped,false,None
20181005VALAN,,Male,,,Fled/Escaped,false,None
20181005TNHAB,16,Male,,,Subdued by Students/Staff/Other,false,None
20181004ORJAP,Adult,Female,,Parent,Fled/Escaped,false,None
20181003AKDEA,26,Male,Black,Relative,Fled/Apprehended,false,None
20181002ARCHL,,,,,Fled/Escaped,false,None
20180928SDCHC,20,Male,,No Relation,Attempted Suicide,false,Wounded
20180927TXHEC,47,Male,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,false,None
20180926MDMAB,Teen,Male,,Student,,false,None
20180924PACEP,,Male,,,Fled/Escaped,false,None
20180924PACEP,,Male,,,Fled/Escaped,false,None
20180924NCLAC,,Male,,,Fled/Escaped,false,None
20180924GAAPB,Teen,Male,,Student,Suicide,true,Suicide
20180920CAPOP,Adult,Male,,,Suicide,true,Suicide
20180920CACHL,18,Male,,,Fled/Apprehended,false,None
20180920CACHL,20,Male,,,Fled/Apprehended,false,None
20180917ALBLH,7,Male,,Student,,false,None
20180914WAMAE,,,,,Fled/Escaped,false,None
20180914FLBOB,Teen,Male,,Student,Apprehended/Killed by LE,false,None
20180911NVCAL,16,Male,Black,Rival School Student,Fled/Escaped,false,None
20180910TNFAM,23,Male,,No Relation,Fled/Apprehended,false,None
20180910ILCHC,,Male,,,Fled/Escaped,false,None
20180909CAGIG,Adult,,,Police Officer/SRO,Law Enforcement,false,None
20180907IAHED,,,,,Fled/Escaped,false,None
20180905RIPRP,16,Male,Hispanic,Rival School Student,Fled/Apprehended,false,Wounded
20180903NYLUN,,Male,,,Fled/Escaped,false,None
20180831IANOE,12,Male,White,Student,Subdued by Students/Staff/Other,false,None
20180831CABAS,Teen,Male,,Student,Fled/Apprehended,false,None
20180830NCVIC,34,Male,Black,Intimate Relationship,Fled/Apprehended,false,None
20180830MIOTG,,Male,,,Fled/Escaped,false,None
20180829DETOD,53,Male,Black,Other Staff,Fled/Apprehended,false,None
20180828COCOD,14,Male,,Student,Fled/Apprehended,false,None
20180824ILMEC,,Male,,,Fled/Escaped,false,None
20180824FLRAJ,16,Male,,,Fled/Apprehended,false,None
20180823ALALM,,,,,Fled/Escaped,false,None
20180817FLPAW,,,,,Fled/Escaped,false,None
20180811TNANN,30,Male,Black,Parent,Fled/Apprehended,false,None
20180809NJLAM,,Male,,,Fled/Escaped,false,None
20180804MDEDE,,,,,Fled/Escaped,false,None
20180803IALIO,32,Male,White,No Relation,Fled/Apprehended,false,Wounded
20180803IALIO,23,Male,White,No Relation,Fled/Apprehended,false,None
20180803IALIO,Adult,Male,White,No Relation,Apprehended/Killed by LE,true,Fatal
20180719WAWEY,,,,,Fled/Escaped,false,None
20180717WVHUH,Adult,Male,,,,false,None
20180711OHMIM,Teen,,,,Fled/Apprehended,false,None
20180703KSSUO,32,Male,,Other Staff,Fled/Apprehended,false,None
20180701TNRAM,,,,,Fled/Escaped,false,None
20180625OHFUS,14,Male,Black,,Fled/Apprehended,false,None
20180625OHFUS,16,Male,Black,,Fled/Apprehended,false,None
20180624MTSEM,17,Male,White,,Fled/Apprehended,false,None
20180621TXSKD,,,,,Fled/Escaped,false,None
20180617ORGRP,,,,,Fled/Escaped,false,None
20180615OHVAB,17,Male,,No Relation,Fled/Apprehended,false,None
20180601TXMCM,Teen,Male,,Student,Suicide,true,Suicide
20180525INNON,13,Male,,Student,Subdued by Students/Staff/Other,false,None
20180521GABEG,Adult,,,No Relation,Fled/Escaped,false,None
20180518TXSAS,17,Male,White,Student,Surrendered,false,None
20180518GAMOA,,,,,Fled/Escaped,false,None
20180517MOCEK,21,Male,Black,,Fled/Apprehended,false,None
20180516ILDID,19,Male,White,Student,Apprehended/Killed by SRO,false,None
20180511CAHIP,14,Male,,Former Student,Fled/Apprehended,false,None
20180505MIFOF,Adult,Male,,Police Officer/SRO,Law Enforcement,false,None
20180503TNWAW,Teen,,,Student,,false,None
20180503SDENW,,,,,Fled/Apprehended,false,None
20180425NMHIA,Adult,Male,Hispanic,Parent,Apprehended/Killed by LE,false,None
20180423GABEA,,Male,Black,Intimate Relationship,Fled/Apprehended,false,None
20180420FLFOO,19,Male,White,Former Student,Surrendered,false,None
20180419MIJAJ,,,,No Relation,Fled/Escaped,false,None
20180412MORAR,,Male,,,Fled/Escaped,false,None
20180409NYGLG,16,Male,,Student,Fled/Apprehended,false,None
20180329KYJOE,51,Male,White,Parent,Apprehended/Killed by LE,true,Fatal
20180328MSEUE,21,Male,White,Former Student,Fled/Apprehended,false,None
20180320MDGRG,17,Male,White,Student,Suicide,true,Suicide
20180319VADOP,Adult,,,No Relation,Fled/Escaped,false,None
20180316MTBIM,Adult,Male,,Police Officer/SRO,Law Enforcement,false,None
20180313VAGEA,27,Male,Black,Police Officer/SRO,Surrendered,false,None
20180313CASES,Adult,Male,White,Police Officer/SRO,Surrendered,false,None
20180309KYFRL,Teen,Male,,Student,,false,Wounded
20180307ALHUB,17,Male,Black,Student,Fled/Apprehended,false,Wounded
20180305MOKIC,17,Male,,Student,Suicide,true,Suicide
20180228GADAD,53,Male,White,Teacher,Surrendered,false,None
20180226WAOAT,Teen,Male,,Student,Fled/Apprehended,false,None
20180220OHJAM,13,Male,,Student,Suicide,true,Suicide
20180215FLNOC,Adult,,,Police Officer/SRO,Law Enforcement,false,Wounded
20180214FLMAP,19,Male,White,Former Student,Fled/Apprehended,false,None
20180209TNPEN,14,Male,Black,Student,Fled/Apprehended,false,None
20180208NYTHN,17,Male,,Student,Apprehended/Killed by LE,false,None
20180205MNHAM,Child,,,Student,,false,None
20180205MDOXO,18,Multiple,Black,Intimate Relationship,Fled/Apprehended,false,None
20180205MDOXO,17,Multiple,Black,Intimate Relationship,Fled/Apprehended,false,None
20180201CASAL,12,Female,,Student,,false,None
20180131PALIP,,,,,Fled/Escaped,false,None
20180131PALIP,,,,,Fled/Escaped,false,None
20180131PALIP,,,,,Fled/Escaped,false,None
20180126MIDED,Teen,Male,,Rival School Student,Fled/Escaped,false,None
20180125ALMUM,16,Male,Black,Student,Apprehended/Killed by LE,false,None
20180123KYMAB,15,Male,White,Student,Surrendered,false,None
20180122TXITI,16,Male,White,Student,Fled/Apprehended,false,None
20180122LANEN,,Male,,,Fled/Escaped,false,None
20180116VTMOM,32,Male,White,No Relation,Apprehended/Killed by LE,true,Fatal
20180109AZCOS,14,Male,,Student,Suicide,true,Suicide
20180105IAFOF,33,Male,White,No Relation,Fled/Apprehended,false,None
20180104WANES,,,,,Fled/Escaped,false,None
20171231WAPIM,19,Male,,No Relation,Fled/Apprehended,false,None
20171231WAPIM,18,Male,,No Relation,Fled/Apprehended,false,None
20171231LAEDA,Adult,Male,,No Relation,Fled/Escaped,false,None
20171227CALIL,Adult,Male,,,Fled/Escaped,false,None
20171219MIBEB,,,,,Fled/Escaped,false,None
20171214TXELD,Child,,,Student,,false,None
20171212TXSAP,21,Male,,Relative,Surrendered,false,Wounded
20171212TXSAP,20,Male,,Relative,Surrendered,false,Wounded
20171211NCHIH,15,Male,Black,,Fled/Apprehended,false,None
20171211NCHIH,15,Male,Black,,Fled/Apprehended,false,None
20171209ILCHC,,,,,Fled/Escaped,false,None
20171207NMAZA,21,Male,White,Former Student,Suicide,true,Suicide
20171130VASAV,Teen,,,Student,Suicide,true,Suicide
20171129OHBAL,49,Male,White,No Relation,Surrendered,false,None
20171128CABOS,21,Male,White,No Relation,Fled/Apprehended,false,None
20171123COMAD,,Male,,,Fled/Escaped,false,None
20171123COMAD,,Male,,,Fled/Escaped,false,None
20171123COMAD,,Male,,,Fled/Escaped,false,None
20171117TNNOJ,,,,,Fled/Escaped,false,None
20171114FLLAM,17,Male,,Student,Suicide,true,Suicide
20171114CARAR,44,Male,White,No Relation,Suicide,true,Suicide
20171110GALAM,8,Male,,Student,Surrendered,false,None
20171109GABEC,15,Male,,Student,Surrendered,false,None
20171103MIPAL,21,Male,Black,,Surrendered,false,None
20171027NYPRU,,Male,,,Fled/Escaped,false,None
20171020OHSTT,,,,,Fled/Escaped,false,None
20171014NCKEK,22,Male,Black,Parent,Apprehended/Killed by LE,false,None
20171012NCCHC,37,Male,Black,No Relation,Fled/Apprehended,false,None
20171012NCCHC,30,Male,Black,No Relation,Fled/Apprehended,false,None
20170930PAPUC,37,Female,,,Fled/Apprehended,false,None
20170929MOLEL,Teen,Female,,Student,Suicide,true,Suicide
20170929CASUL,,,,,Fled/Escaped,false,None
20170928KYSOL,Adult,Male,,No Relation,Fled/Escaped,false,Wounded
20170920ILMAM,14,Male,White,Student,Subdued by Students/Staff/Other,false,None
20170913WAFRR,15,Male,White,Student,Subdued by Students/Staff/Other,false,None
20170908OHCOC,18,Male,Black,Student,Surrendered,false,None
20170908ARNON,,,,,Fled/Escaped,false,None
20170831CAARS,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20170817GALIL,Adult,Male,,Teacher,Attempted Suicide,false,Wounded
20170813NYHUH,Adult,Male,Black,No Relation,Fled/Apprehended,false,None
20170801GABAV,,Male,,,Fled/Escaped,false,None
20170721UTSPS,19,Male,,,Fled/Escaped,true,Suicide
20170719WIHIM,Adult,Male,,,Fled/Escaped,false,None
20170622SCWIF,17,Male,,Student,Surrendered,false,Wounded
20170616ILWAC,18,Male,Black,No Relation,Fled/Apprehended,false,None
20170616ILWAC,16,Male,Black,No Relation,Fled/Apprehended,false,None
20170616ILWAC,17,Male,Black,No Relation,Fled/Apprehended,false,None
20170526OKMCT,14,Male,,Student,Apprehended/Killed by LE,false,None
20170524NEMCO,51,Male,Black,No Relation,Fled/Apprehended,false,None
20170524ALGRG,Teen,Male,,Student,Subdued by Students/Staff/Other,false,None
20170523TXKEK,Adult,Male,,Other Staff,Suicide,true,Suicide
20170515LAMOL,Teen,Male,White,Student,Surrendered,false,None
20170415ORMEP,Teen,Male,Black,No Relation,Fled/Escaped,false,None
20170415OKBOT,,,,,Fled/Escaped,false,None
20170410CANOS,53,Male,Black,Intimate Relationship,Suicide,true,Suicide
20170405TNRAM,19,Male,,Nonstudent,Surrendered,false,Wounded
20170328PALIP,16,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by Other,true,Fatal
20170328PALIP,22,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Surrendered,false,Wounded
20170321CAKIK,17,Male,White,No Relation,Fled/Escaped,false,None
20170316ALROM,16,Male,Black,Student,Fled/Apprehended,false,None
20170218MNMAM,32,Male,,No Relation,Suicide,true,Suicide
20170206LASCB,Teen,Male,,Student,Fled/Apprehended,false,None
20170127SCSOA,18,Male,Black,,Fled/Apprehended,false,None
20170127SCSOA,19,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20170127ILSCN,,,,No Relation,Fled/Escaped,false,None
20170120OHWEW,17,Male,White,Student,Surrendered,false,None
20170117FLFRE,Adult,,,Parent,,false,None
20170110ALALA,Teen,Male,,Student,Surrendered,false,None
20170103INCEE,15,Male,,Student,Suicide,true,Suicide
20170101DELAH,19,Male,Black,,Fled/Apprehended,false,None
20161216FLSAJ,17,Male,Black,Student,Apprehended/Killed by LE,false,None
20161209NVHUR,Adult,,,Police Officer/SRO,Law Enforcement,false,None
20161209MOBAS,,Male,,,Fled/Escaped,false,None
20161201UTMUB,15,Male,,Student,Surrendered,false,None
20161117MNCRS,8,Male,,Student,,false,None
20161111MIBAA,Adult,Male,White,Police Officer/SRO,Law Enforcement,false,None
20161103COBEB,15,Male,,Student,Suicide,true,Suicide
20161102COGRG,17,Male,Hispanic,Student,Suicide,true,Suicide
20161025UTUNS,14,Male,,Student,Surrendered,false,None
20161018CAJUS,17,Male,,Nonstudent,Fled/Apprehended,false,None
20161018CAJUS,Teen,Male,,Nonstudent,Fled/Apprehended,false,None
20161018CAJUS,Teen,Male,,Nonstudent,Fled/Apprehended,false,None
20161018CAJUS,Teen,Male,,Nonstudent,Fled/Apprehended,false,None
20161015GABEA,,Male,,,Fled/Escaped,false,None
20161013OHLIC,16,Male,Black,,Fled/Apprehended,false,None
20161013OHLIC,16,Male,Black,,Fled/Apprehended,false,None
20161011ALVIM,16,Male,Black,Student,Surrendered,false,None
20161006TXDUF,,,,,Fled/Escaped,false,None
20160930ILCHC,,,,,Fled/Escaped,false,None
20160928TNSYP,14,Male,,Student,Surrendered,false,None
20160928SCTOT,14,Male,White,Former Student,Subdued by Students/Staff/Other,false,None
20160927OHELC,,,,,Fled/Escaped,false,None
20160926MSTAJ,18,Male,Black,No Relation,Fled/Apprehended,false,None
20160909PASMY,,Male,,,Fled/Escaped,false,None
20160909IACEC,15,Male,,Student,Suicide,true,Suicide
20160908TXALA,14,Female,,Student,Suicide,true,Suicide
20160907MIDED,,,,,Fled/Escaped,false,None
20160902OKMCT,16,Male,,,Fled/Escaped,false,None
20160819FLSOM,,Male,,Nonstudent Using Athletic Facilities/Attending Game,,false,None
20160817OHWEC,Adult,Male,,No Relation,Fled/Escaped,false,None
20160725MOAVA,18,Male,White,Former Student,Suicide,true,Suicide
20160630CAWOH,,,,,Fled/Escaped,false,None
20160616ILMCC,,,,,Fled/Escaped,false,None
20160608MAJED,24,Male,Black,No Relation,Fled/Apprehended,false,None
20160608MAJED,23,Male,Black,No Relation,Fled/Apprehended,false,None
20160515KSAUA,37,Male,,Relative,,false,Wounded
20160513SCSOG,16,Male,,Student,Surrendered,false,Wounded
20160506IDROT,14,Male,,Student,,false,None
20160506FLOSP,28,Male,,No Relation,Surrendered,false,Wounded
20160505MDHIB,62,Male,Hispanic,Intimate Relationship,Fled/Apprehended,false,None
20160504COEAP,25,Male,White,No Relation,Fled/Escaped,true,Suicide
20160502TXKID,15,Male,Black,Student,,false,Wounded
20160423WIANA,18,Male,White,Former Student,Apprehended/Killed by LE,true,Fatal
20160315ALHUB,19,Male,Black,Relative,Apprehended/Killed by SRO,false,None
20160229OHMAM,14,Male,White,Student,Fled/Apprehended,false,None
20160226TXPAP,63,Male,Black,Parent,Apprehended/Killed by LE,false,None
20160217PACHC,16,Male,Hispanic,Student,Apprehended/Killed by LE,false,None
20160217FLROH,Adult,Male,,Other Staff,Surrendered,false,None
20160212AZING,15,Female,White,Student,Suicide,true,Suicide
20160209MIMUM,22,Male,Black,No Relation,Apprehended/Killed by LE,false,Wounded
20160129PABEP,16,Male,Other,Student,Apprehended/Killed by LE,false,None
20160122INLAI,17,Male,Black,Student,Fled/Apprehended,false,None
20160120INNOI,Adult,Male,,,,false,None
20160113ARHAB,17,Male,,Student,Surrendered,false,None
20160112DECED,13,Male,,Student,Fled/Apprehended,false,None
20151204KSWEW,17,Male,Black,Student,Apprehended/Killed by LE,false,Wounded
20151120FLNAM,Teen,Male,,Other Student,,false,None
20151111ARSUS,Teen,Male,,Student,Surrendered,false,None
20151105GAVEM,9,Male,,Student,Apprehended/Killed by SRO,false,None
20151024TXEDS,,Male,,,Fled/Escaped,false,None
20151015TXKAS,22,Female,Black,Friend,Fled/Apprehended,false,None
20150930SDHAH,16,Male,White,Student,Subdued by Students/Staff/Other,false,None
20150922NCCES,26,Female,White,Parent,Surrendered,false,None
20150911LANOL,,Male,Black,,Fled/Escaped,false,None
20150903ORNEN,53,Male,White,No Relation,Fled/Apprehended,false,None
20150825GAWSA,Child,Male,,Student,Surrendered,false,None
20150823TXWIR,20,Male,White,No Relation,,false,None
20150808TXPAP,21,Male,White,Former Student,Fled/Apprehended,false,None
20150724TXELC,15,Male,Black,,Fled/Apprehended,false,Wounded
20150705TXCOD,18,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20150629TXJOS,28,Male,,,Apprehended/Killed by LE,true,Fatal
20150627CTSAH,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20150623NEFOF,35,Male,Black,No Relation,Fled/Apprehended,false,None
20150604NCSOF,38,Male,White,No Relation,Apprehended/Killed by LE,false,None
20150604NCSOF,29,Female,White,No Relation,Apprehended/Killed by LE,false,None
20150527FLEVE,56,Male,White,No Relation,Fled/Apprehended,false,None
20150524MISOF,,,,,Fled/Escaped,false,None
20150521FLDUJ,16,Male,Black,Student,Fled/Apprehended,false,None
20150520TXROR,18,Male,,Student,Suicide,true,Suicide
20150512FLUNJ,,Male,Black,No Relation,Fled/Escaped,false,None
20150512AZCOT,18,Male,Black,Student,Suicide,true,Suicide
20150505GACOC,14,Male,,Student,,false,None
20150504OHWIC,,,,,Fled/Escaped,false,None
20150428MDDRW,,Male,,No Relation,Fled/Escaped,false,None
20150427WANOL,16,Male,White,Student,Subdued by Students/Staff/Other,false,None
20150422NVRUL,11,Male,,Student,,false,None
20150417TXSES,18,Male,Hispanic,Student,Suicide,true,Suicide
20150330MOPEU,24,Male,Black,No Relation,Fled/Apprehended,false,None
20150215CATEM,17,Male,White,,Fled/Escaped,false,None
20150215ARLAL,62,Male,White,Relative,Fled/Apprehended,false,None
20150204MDFRF,21,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20150204MDFRF,,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20150126MNHAR,48,Male,,No Relation,Suicide,true,Suicide
20150122SCROH,Teen,Male,,Student,Fled/Apprehended,false,None
20150120ALWIM,Teen,Male,,Student,Fled/Escaped,false,None
20150116FLVAO,15,Male,Black,Student,Fled/Apprehended,false,None
20150115WIWIM,37,Male,Black,Parent,Fled/Apprehended,false,None
20141217MIGOW,,Male,,,Fled/Escaped,false,None
20141217MEBEW,41,Male,White,Former Student,Suicide,true,Suicide
20141216PASUP,,,,,Fled/Escaped,false,None
20141212ORROP,16,Male,Black,Student,Fled/Apprehended,false,None
20141120FLMIM,17,Male,Black,Student,Fled/Apprehended,false,None
20141024WAMAM,15,Male,Native American/Alaska Native,Student,Suicide,true,Suicide
20141024GALAA,17,Male,Black,Student,Apprehended/Killed by LE,false,None
20141021TNAMM,13,Male,,Student,Surrendered,false,None
20141003GALAF,18,Male,Black,Student,Fled/Apprehended,false,None
20140930NCALA,16,Male,Black,Student,Surrendered,false,None
20140930KYFEL,16,Male,Black,Student,Fled/Apprehended,false,None
20140925NHWEM,21,Male,Black,Former Student,Subdued by Students/Staff/Other,false,None
20140919IANOD,14,Male,Black,,Fled/Apprehended,false,None
20140911UTWET,39,Female,White,Teacher,Surrendered,false,Wounded
20140910FLGRL,14,Male,Black,Student,Suicide,true,Suicide
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,false,None
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,false,None
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,false,None
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,false,None
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,false,None
20140814VASAN,17,Male,,,Fled/Apprehended,false,None
20140813MDHEF,16,Male,Black,,Fled/Apprehended,false,None
20140813MDHEF,21,Male,Black,,Fled/Apprehended,false,None
20140623MOKEB,Teen,Male,,Student,Surrendered,false,None
20140610ORRET,15,Male,White,Student,Suicide,true,Suicide
20140521WICLM,18,Male,Black,No Relation,Fled/Apprehended,false,None
20140514CAJOR,,Male,Black,,Fled/Escaped,false,None
20140503WAHOE,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20140421UTPRP,14,Male,,Student,Surrendered,false,Wounded
20140421INSTG,55,Male,Hispanic,Parent,Fled/Escaped,true,Suicide
20140411MIEAD,,Male,Black,,Fled/Escaped,false,None
20140410OHLIC,48,Male,Black,No Relation,Fled/Apprehended,false,None
20140409NCDHG,17,Male,Black,Rival School Student,Fled/Apprehended,false,None
20140403NJUNN,Adult,Male,Hispanic,No Relation,Fled/Escaped,false,None
20140325GABEC,15,Male,Black,Student,Fled/Apprehended,false,None
20140325GABEC,15,Male,Black,Student,Fled/Apprehended,false,None
20140312FLACM,41,Male,Black,No Relation,Fled/Apprehended,false,None
20140307LAMAT,17,Male,Black,,,false,None
20140220MIRAR,42,Male,Black,Parent,Surrendered,false,None
20140211IAGLG,Adult,Male,,Parent,Surrendered,false,None
20140211OHCHL,17,Male,,,Fled/Apprehended,false,None
20140210NCSAS,17,Male,Black,Nonstudent,Fled/Apprehended,false,None
20140207ORBEB,17,Male,,Student,Suicide,true,Suicide
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,false,None
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,false,None
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,false,None
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,false,None
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,false,None
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,false,None
20140131AZCEP,20,Male,Black,No Relation,Fled/Apprehended,false,None
20140131AZCEP,20,Male,Black,No Relation,Fled/Apprehended,false,None
20140128HIPRH,Adult,,,Police Officer/SRO,Law Enforcement,false,Wounded
20140127ILREC,18,Male,Black,Student,Fled/Apprehended,false,None
20140117PADEP,18,Male,Black,Student,Fled/Apprehended,false,None
20140115PAKIL,,Male,Black,,Fled/Escaped,false,None
20140114NMBER,14,Male,White,Student,Surrendered,false,None
20140114LASTB,17,Male,Black,,Fled/Apprehended,false,None
20140113CTHIN,17,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20140109TNLIJ,16,Male,Black,Student,Fled/Apprehended,false,None
20131219CAEDF,16,Male,Hispanic,Student,Fled/Apprehended,false,None
20131213COARC,18,Male,White,Student,Suicide,true,Suicide
20131204FLWEW,17,Male,Black,Student,Fled/Apprehended,false,None
20131113PABRP,16,Male,Black,Student,Fled/Apprehended,false,None
20131103GASTL,Teen,Male,,Student,Fled/Apprehended,false,None
20131101IAALA,23,Male,White,Former Student,Suicide,true,Suicide
20131023CANEC,Child,,,Student,,false,None
20131021NVSPS,12,Male,Hispanic,Student,Suicide,true,Suicide
20131015TXLAA,16,Male,Hispanic,Student,Suicide,true,Suicide
20131004FLAGP,,Male,,No Relation,Fled/Escaped,false,None
20131002NHWIS,24,Male,White,No Relation,Fled/Apprehended,false,None
20130928MENEG,19,Male,,No Relation,Suicide,true,Suicide
20130927ILROC,18,Male,Black,No Relation,Fled/Apprehended,false,None
20130830NCCAW,18,Male,Black,Student,Apprehended/Killed by SRO,false,None
20130823MSNOS,21,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20130823MSNOS,17,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20130823MSNOS,21,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20130822TNWEM,5,Male,,Student,Surrendered,false,None
20130820GAROD,20,Male,White,No Relation,Surrendered,false,None
20130815TNNOC,40,Male,Black,No Relation,Fled/Apprehended,false,None
20130619FLALW,53,Male,Hispanic,Other Staff,Fled/Apprehended,false,None
20130618NCHIC,17,Male,Black,,Apprehended/Killed by LE,false,Wounded
20130618NCHIC,17,Male,Black,,Apprehended/Killed by LE,true,Fatal
20130523FLREH,11,Male,,Student,,false,None
20130513ALOSB,36,Female,Black,Parent,,false,None
20130430NMTUT,19,Male,,No Relation,Apprehended/Killed by LE,true,Fatal
20130429OHLAC,17,Male,,Student,Attempted Suicide,false,Wounded
20130416TXTET,15,Male,,Student,Suicide,true,Suicide
20130321MIDAS,13,Male,White,Student,Suicide,true,Suicide
20130227GAGRA,17,Female,Black,Student,Surrendered,false,Wounded
