Incident_ID,Age,Gender,Race,School_Affiliation,Shooter_Outcome,Shooter_Died,Injury
20241126NYHER,,,,,Fled/Escaped,false,None
20241125OHWEC,,,,,Fled/Escaped,false,None
20241125TXPIM,,,,,Fled/Escaped,false,None
20241122CTJAN,Teen,Male,,,Fled/Escaped,false,None
20241122DCEAW,Teen,Male,Black,,Fled/Escaped,false,None
20241119OHCOC,,,,,Fled/Escaped,false,None
20241119TNCEM,16,Male,,Student,Fled/Escaped,false,None
20241112ALWOB,Teen,Male,,Student,Fled/Escaped,false,None
20241112GATWA,Teen,Male,,Student,Fled/Escaped,false,None
20241111MDDUN,14,Male,,Student,Fled/Escaped,false,None
20241109ILHIC,Adult,Male,,,Fled/Escaped,false,None
20241109ILHIC,Adult,Male,,,Fled/Escaped,false,None
20241109ILHIC,Adult,Male,,,Fled/Escaped,false,None
20241109ILHIC,Adult,Male,,,Fled/Escaped,false,None
20241107WIROK,13,Male,,Former Student,Fled/Apprehended,false,None
20241107UTWES,16,Male,,Student,Fled/Apprehended,false,None
20241106DESTW,Adult,,,Security Guard,Law Enforcement,false,None
20241106ILLAC,,,,No Relation,Fled/Escaped,false,None
20241105ORCES,Child,,,Student,Surrendered,false,None
20241105FLTYS,13,Female,,Student,Surrendered,false,Wounded
20241104NCPEW,Teen,Male,,,Fled/Escaped,false,None
20241104NYAQR,,,,,Fled/Escaped,false,None
20241101ILWIC,,,,,Fled/Escaped,false,None
20241031OHRIP,Adult,Male,,Parent,Apprehended/Killed by SRO,false,None
20241030ALFSP,5,Male,,Relative,Surrendered,false,None
20241029MSMEM,,,,,Fled/Escaped,false,None
20241027SCBUB,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20241030SDCHC,,,,,Fled/Escaped,false,None
20241025LASTS,22,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20241024KSPHP,26,Male,White,No Relation,Apprehended/Killed by LE,false,None
20241023MSWEL,Teen,Male,,No Relation,Fled/Apprehended,false,None
20241022TNCOM,Adult,Male,,No Relation,Fled/Escaped,false,None
20241022TNCOM,Adult,Male,,No Relation,Fled/Escaped,false,None
20241022OKREN,15,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20241022SCMCG,19,Male,Black,No Relation,Apprehended/Killed by LE,false,None
20241022OHEAC,Teen,Male,,Student,Fled/Apprehended,false,None
20241020OHWAC,Adult,Male,,Parent,Fled/Escaped,false,None
20241018ALSOS,,Male,,No Relation,Fled/Escaped,false,None
20241018HIHOC,38,Male,,No Relation,Apprehended/Killed by LE,false,None
20241018DEDOD,,Male,,,Fled/Apprehended,false,None
20241017LALAL,Adult,Male,,Other Staff,Fled/Apprehended,false,None
20241017ORISP,42,Male,Middle Eastern,Parent,Fled/Apprehended,false,None
20241017KYATL,Teen,Male,,Student,Surrendered,false,Wounded
20241017NYISB,15,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20241015ALHUH,Adult,Male,,Parent,Fled/Escaped,false,None
20241015TXWEO,Adult,Male,,No Relation,Apprehended/Killed by LE,true,Fatal
20241012WIMIM,30,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20241011TNOOO,19,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20241011GADOD,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20241010TXKID,,,,No Relation,Fled/Escaped,false,None
20241010PACOC,17,Male,,Student,Fled/Apprehended,false,None
20241010PACOC,Teen,Male,,Student,Fled/Escaped,false,None
20241010WANOS,,,,,Fled/Escaped,false,None
20241009MIMAM,Adult,Male,,,Fled/Escaped,false,None
20241007NYCHR,,,,,Fled/Escaped,false,None
20241007TXPOM,Adult,Male,,No Relation,Fled/Apprehended,false,None
20241005FLBLP,,,,,Fled/Escaped,false,None
20241005INCAI,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20241005COATC,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20241005CASTB,Adult,,,No Relation,Fled/Escaped,false,None
20241004NCCAW,26,Female,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20241002LAWEW,14,Male,,Student,Surrendered,false,None
20241002ILEMC,,Male,,,Fled/Escaped,false,None
20241002ILEMC,,Male,,,Fled/Escaped,false,None
20241002ILEMC,,Male,,,Fled/Escaped,false,None
20241002ILEMC,,Male,,,Fled/Escaped,false,None
20241001CACES,,Male,,No Relation,Fled/Escaped,false,None
20240929KYPLL,22,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20240927WIWIM,63,Male,,Security Guard,Surrendered,false,Wounded
20240926PAGOB,17,Male,,No Relation,Fled/Escaped,false,None
20240925DEFRW,15,Male,,Student,Fled/Apprehended,false,None
20240925NYINB,,,,,Fled/Escaped,false,None
20240924MOCAK,,,,,Fled/Escaped,false,None
20240924NYSOB,Teen,Male,,,Fled/Escaped,false,None
20240923TXBUS,Teen,Male,,Student,Fled/Escaped,false,None
20240923KSCEW,46,Male,,Parent,Apprehended/Killed by LE,false,Wounded
20240922ILHEC,,Male,,No Relation,Fled/Escaped,false,None
20240922PAMAP,,,,,Fled/Escaped,false,None
20240921GASOA,,,,,Fled/Apprehended,false,None
20240920WVSGM,50,Male,White,No Relation,Fled/Apprehended,false,None
20240920OHNON,,,,,Fled/Escaped,false,None
20240920TXMAM,Adult,Male,,Police Officer/SRO,Law Enforcement,false,Wounded
20240919GAHAC,20,Male,,No Relation,Fled/Apprehended,false,None
20240917MNWAS,16,Male,,Student,Fled/Apprehended,false,None
20240916TNCOM,Adult,Male,,No Relation,Apprehended/Killed by LE,false,None
20240913GAMAM,15,Male,,Student,Fled/Apprehended,false,None
20240913GAMAM,17,Male,,Student,Fled/Apprehended,false,None
20240913GAMAM,17,Male,,Student,Fled/Apprehended,false,None
20240913GAFRA,Adult,Male,,No Relation,Fled/Escaped,false,None
20240912OHTAC,Teen,Male,,,Fled/Escaped,false,None
20240912DCKIW,,,,,Fled/Escaped,false,None
20240910AZMAP,Teen,Male,,Student,Fled/Apprehended,false,None
20240910SCRIG,16,Male,,Student,Fled/Apprehended,false,None
20240910SCRIG,Teen,Male,,Student,Fled/Escaped,false,None
20240910NEOMO,Teen,Male,,Student,Fled/Apprehended,false,None
20240909TXSOD,Teen,,,Student,Fled/Escaped,false,None
20240906WVMAM,,,,No Relation,Fled/Escaped,false,None
20240906MDJOJ,16,Male,,Student,Fled/Apprehended,false,None
20240904KYCLC,31,Male,White,Other Staff,Fled/Apprehended,false,None
20240904GAAPW,14,Male,,Student,Surrendered,false,None
20240903LABEB,23,Male,,Parent,Fled/Apprehended,false,None
20240903NYFAF,Adult,,,,Surrendered,false,None
20240902MDWHP,44,Male,,No Relation,Fled/Apprehended,false,None
20240830MIROR,Teen,Male,,Student,Fled/Escaped,false,None
20240830NJPAW,16,Male,,Student,Fled/Apprehended,false,None
20240830PAWOC,,,,No Relation,Fled/Escaped,false,None
20240830GARIR,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20240826WIJAJ,24,Male,,No Relation,Fled/Apprehended,false,None
20240826NEWOW,,,,,Fled/Escaped,false,None
20240824ALCJC,,Male,,,Fled/Apprehended,false,None
20240824ILGAC,Teen,Male,,,Fled/Escaped,false,None
20240822MOHAL,16,Male,,Student,Suicide,true,Suicide
20240822TXFRE,Adult,,,Police Officer/SRO,Law Enforcement,false,None
20240820LABAB,Adult,Male,White,No Relation,Fled/Apprehended,false,None
20240820KSKAT,,,,No Relation,Fled/Escaped,false,None
20240819LABOB,32,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20240819CANAS,Teen,Male,,Student,Fled/Apprehended,false,None
20240819CADES,Teen,Male,,Student,Fled/Apprehended,false,None
20240819PAOLP,Teen,Male,,,Fled/Escaped,false,None
20240816GAMUC,Adult,,,No Relation,Fled/Escaped,false,None
20240816CASYS,Teen,Male,,Student,Apprehended/Killed by Other,false,None
20240816GALAA,Adult,Male,,No Relation,Fled/Escaped,false,None
20240811VAGAG,,,,Nonstudent Using Athletic Facilities/Attending Game,Surrendered,false,Wounded
20240809AZDOD,Minor,Male,,Student,Apprehended/Killed by LE,false,None
20240809COCAC,18,Male,,Student,Apprehended/Killed by SRO,false,None
20240730ORKLK,,,,,Fled/Escaped,false,None
20240730OKSOO,Adult,Female,,No Relation,Fled/Escaped,false,None
20240727OHWAT,,,,,Fled/Escaped,false,None
20240726KYGRL,31,Male,White,No Relation,Fled/Apprehended,false,None
20240725MSWEF,76,Male,White,No Relation,Subdued by Students/Staff/Other,false,None
20240725SCJDA,Adult,,,Police Officer/SRO,Law Enforcement,false,None
20240721TXGWH,,,,,Fled/Escaped,false,None
20240718WATAT,Adult,Male,,,Fled/Escaped,false,None
20240717PAEDP,Adult,Male,,No Relation,Fled/Apprehended,false,None
20240716KYWIL,,,,,Fled/Escaped,false,None
20240712MDWIU,,,,,Fled/Escaped,false,None
20240709CADEF,15,Male,,Student,Fled/Apprehended,false,None
20240709TXGRG,44,Female,Black,Intimate Relationship,Fled/Apprehended,false,None
20240707OHIND,,,,No Relation,Fled/Escaped,false,None
20240701MDCOB,,,,,Fled/Escaped,false,None
20240630MNROR,20,Male,,No Relation,Apprehended/Killed by LE,false,None
20240623PAWAP,Adult,Male,,No Relation,Fled/Escaped,false,None
20240621SCBRE,Teen,Male,,No Relation,Fled/Escaped,false,None
20240619NCLIS,30,Male,White,No Relation,Fled/Apprehended,false,None
20240615PADOM,23,Male,,No Relation,Fled/Apprehended,false,None
20240615MDPOO,29,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20240613MABOB,,,,,Fled/Escaped,false,None
20240611OHSOC,,,,No Relation,Fled/Escaped,false,None
20240611SCMIG,36,Male,White,No Relation,Fled/Apprehended,false,None
20240610NEELO,17,Male,Black,Student,Fled/Escaped,false,None
20240610FLPAL,Adult,,,Other Staff,Surrendered,false,Wounded
20240607CACAC,Teen,Male,,Student,Fled/Escaped,false,None
20240606MOEAM,,,,,Fled/Escaped,false,None
20240606MOEAM,,,,,Fled/Escaped,false,None
20240606CAMOM,33,Male,,No Relation,Fled/Apprehended,false,None
20240606WAGAS,Teen,Male,,Student,Fled/Escaped,false,None
20240606WAGAS2,Teen,Male,,Student,Fled/Apprehended,false,None
20240604FLCEM,24,Male,,No Relation,Fled/Apprehended,false,None
20240604COMID,Adult,,,Police Officer/SRO,Law Enforcement,false,None
20240603WAKEK,,,,,Fled/Escaped,false,None
20240603ILSAC,Adult,Male,,No Relation,Fled/Escaped,false,None
20240603NYPSB,,Male,,,Fled/Escaped,false,None
20240603NYPSB,,Male,,,Fled/Escaped,false,None
20240531MIARS,,,,,Fled/Apprehended,false,None
20240529WALEE,Adult,Male,,Gang Member,Fled/Apprehended,false,None
20240529NYPSQ,Teen,Male,,No Relation,Fled/Escaped,false,None
20240529NYPSQ,Teen,Male,,No Relation,Fled/Escaped,false,None
20240528ORROP,,,,,Fled/Escaped,false,None
20240525IAROD,Adult,,,Relative,Apprehended/Killed by LE,false,None
20240525IAROD,Adult,,,Relative,Apprehended/Killed by LE,false,None
20240524NMGAA,Teen,Male,,,Apprehended/Killed by LE,false,None
20240523MTWHB,Adult,Male,,No Relation,Fled/Escaped,false,None
20240523MAKIC,23,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20240523OHMAC,,Male,,,Fled/Escaped,false,None
20240523CASKO,Adult,Male,,Relative,Fled/Apprehended,false,None
20240523CASKO,Adult,Male,,Relative,Fled/Apprehended,false,None
20240523LAWEH,17,Male,,Student,Fled/Apprehended,false,None
20240522FLNOC,Adult,Male,,Relative,Apprehended/Killed by LE,false,None
20240522NCPUM,,,,,Fled/Escaped,false,None
20240521MIALG,13,Male,,Student,Surrendered,false,None
20240519MOCAC,20,Male,Black,Relative,Apprehended/Killed by LE,false,None
20240518SCBOB,52,Male,White,Parent,Fled/Apprehended,false,None
20240518MODEK,,,,,Fled/Escaped,false,None
20240518OHMAC,Adult,Male,,Other Staff,Fled/Apprehended,false,None
20240518OHWIC,,,,,Fled/Escaped,false,None
20240516OHBUC,Adult,Male,,,Fled/Escaped,false,None
20240514INMCI,Teen,Male,,Student,Fled/Apprehended,false,None
20240512TXMAM,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20240510NCWEH,Child,Male,,Student,Fled/Apprehended,false,None
20240510OHAVA,Teen,Male,,Student,Fled/Apprehended,false,None
20240510TXHAH,Teen,Male,,Student,Fled/Apprehended,false,None
20240510VARIR,Adult,Male,,Other Staff,Surrendered,false,None
20240509LACOB,Teen,Male,,Student,Surrendered,false,None
20240508NMSOA,21,Male,,Relative,Fled/Escaped,false,None
20240508FLSTL,19,Male,,Relative,Surrendered,false,Wounded
20240504NCPAW,Teen,Male,,Student,Surrendered,false,None
20240504NEOHO,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20240504NEOHO,,Male,,,Fled/Escaped,false,None
20240503MDANA,Teen,Male,,,Fled/Escaped,false,None
20240503MDANA,Teen,Male,,,Fled/Escaped,false,None
20240503MDANA,Teen,Male,,,Fled/Escaped,false,None
20240503MDANA,Teen,Male,,,Fled/Escaped,false,None
20240503GADED,15,Female,,Student,Fled/Apprehended,false,None
20240503NVLES,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20240503DCDUD,18,Male,,Student,Fled/Apprehended,false,None
20240503DCDUD,17,Male,,Student,Fled/Apprehended,false,None
20240501DCALW,Teen,Male,,Student,Fled/Escaped,false,None
20240501DCALW,Teen,Male,,Student,Fled/Escaped,false,None
20240501DCALW,Teen,Male,,Student,Fled/Escaped,false,None
20240501MIFRM,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20240501WIMOM,14,Male,,,Apprehended/Killed by LE,true,Fatal
20240430OHGLC,,,,,Fled/Apprehended,false,None
20240426WVSCS,43,Male,,No Relation,Fled/Apprehended,false,None
20240426TNNON,24,Male,,,Fled/Apprehended,false,None
20240424CAMIC,28,Male,,No Relation,Apprehended/Killed by LE,false,None
20240424ORGRD,14,Male,,Student,Fled/Apprehended,false,None
20240424TXBOA,17,Male,,Student,Fled/Apprehended,false,None
20240423ILNER,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20240423UTGRW,Teen,,,Nonstudent,Fled/Apprehended,false,None
20240423UTGRW,Teen,,,Nonstudent,Fled/Apprehended,false,None
20240422MOLEL,Child,,,Student,Fled/Apprehended,false,None
20240422WAWIW,39,Male,,Parent,Fled/Escaped,false,None
20240422FLSUR,,,,Police Officer/SRO,Law Enforcement,false,None
20240421NYISB,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20240419LATIT,17,Male,White,Student,Apprehended/Killed by SRO,false,None
20240418WASHS,Adult,,,Police Officer/SRO,Law Enforcement,false,None
20240416TNDUM,,,,,Fled/Escaped,false,None
20240416NCVAC,Teen,,,Student,Suicide,true,Suicide
20240415FLYOJ,23,Female,,,Fled/Apprehended,false,None
20240415FLYOJ,17,Male,,,Fled/Apprehended,false,None
20240415PAWEW,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20240413NCIRG,26,Male,White,No Relation,Fled/Apprehended,false,None
20240413WIMEM,Adult,Male,,No Relation,Fled/Escaped,false,None
20240413MOBLB,,,,,Fled/Escaped,false,None
20240412FLCHP,Adult,Male,,Relative,Other,true,Fatal
20240412TXWID,17,Male,Black,Student,Fled/Apprehended,false,None
20240311KSAMG,Teen,,,,Fled/Apprehended,false,None
20240311KSAMG,Teen,,,,Fled/Apprehended,false,None
20240409NMPER,Adult,Male,,No Relation,Fled/Escaped,false,None
20240404MOROR,,,,,Fled/Escaped,false,None
20240403NMLYL,Adult,Male,,No Relation,Apprehended/Killed by LE,false,None
20240402MACAC,Adult,Male,,Police Officer/SRO,Law Enforcement,false,None
20240401FLELS,17,Male,Black,Former Student,Fled/Apprehended,false,None
20240326GATUA,,,,,Fled/Apprehended,false,None
20240326MOCHC,14,Male,,Student,Fled/Apprehended,false,None
20240326NJWEN,,,,,Fled/Escaped,false,None
20240325HIWAW,19,Male,,No Relation,Fled/Apprehended,false,None
20240322TNTRM,Teen,,,Student,Fled/Apprehended,false,None
20240321NJMAN,,,,,Fled/Escaped,false,None
20240321CADIP,Teen,Male,,Nonstudent,Fled/Escaped,false,None
20240320NCPEP,30,Male,Black,,Apprehended/Killed by SRO,false,None
20240320CONOD,,Male,,,Fled/Escaped,false,None
20240320CONOD,,Male,,,Fled/Escaped,false,None
20240320OHBOC,Teen,Male,,No Relation,Fled/Escaped,false,None
20240320ILBUC,Teen,Male,,No Relation,Fled/Apprehended,false,None
20240319DETHW,,,,,Fled/Escaped,false,None
20240316TNKEC,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20240314OHLOD,Teen,Male,,No Relation,Fled/Escaped,false,None
20240313MDFOG,Teen,Male,,No Relation,Fled/Escaped,false,None
20240313WAGAS,,,,,Fled/Escaped,false,None
20240313MDWIB,,,,,Fled/Escaped,false,None
20240311TXCHT,,,,,Surrendered,false,None
20240311MASPS,19,Male,,Nonstudent,Fled/Escaped,false,None
20240307NYPSB,Teen,Male,,,Fled/Escaped,false,None
20240305INHAL,Teen,Male,,No Relation,Fled/Apprehended,false,None
20240304TNBRB,Teen,Male,,Student,Apprehended/Killed by SRO,false,None
20240302INROR,44,Male,White,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,false,None
20240302MONOK,Teen,,,,Fled/Escaped,false,None
20240302MONOK,Teen,,,,Fled/Escaped,false,None
20240302MONOK,Teen,,,,Fled/Escaped,false,None
20240302MONOK,19,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20240302MONOK,18,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20240301LACAC,19,Male,,,Fled/Apprehended,false,None
20240229FLFIJ,15,Male,,Student,Fled/Apprehended,false,None
20240228NCWAG,38,Male,,No Relation,Apprehended/Killed by LE,false,None
20240228MEWAW,24,Male,,No Relation,Suicide,true,Suicide
20240227DESUG,15,Male,,Student,Fled/Apprehended,false,None
20240226TXODO,15,Male,,Student,Fled/Apprehended,false,None
20240223WVBLB,,,,,Fled/Escaped,false,None
20240222NCROL,24,Male,,No Relation,Fled/Apprehended,false,None
20240221CODED,,,,No Relation,Fled/Escaped,false,None
20240221TXECE,Adult,Male,,Police Officer/SRO,Law Enforcement,false,None
20240221AZCAT,,,,No Relation,Fled/Escaped,false,None
20240220TXTRA,12,Male,,Student,Apprehended/Killed by LE,false,None
20240220ALPEP,Adult,,,Nonstudent,Fled/Apprehended,false,None
20240220MISAS,15,Male,,Nonstudent,Fled/Apprehended,false,None
20240219TXPIM,16,Male,,Student,Apprehended/Killed by SRO,false,Wounded
20240215FLSHC,15,Male,,Student,Fled/Apprehended,false,None
20240215FLSHC,11,Male,,Student,Fled/Apprehended,false,None
20240214GABEA,14,Male,,Student,Fled/Apprehended,false,None
20240213TNRAM,36,Female,,Parent,Fled/Apprehended,false,None
20240212OHBEB,19,Male,,Former Student,Fled/Apprehended,false,None
20240212IDCOI,18,Male,White,No Relation,Fled/Apprehended,false,None
20240212IDCOI,19,Male,,No Relation,Fled/Escaped,false,None
20240212CAELC,,,,No Relation,Fled/Escaped,false,None
20240211CAMAB,,,,No Relation,Fled/Escaped,false,None
20240209PACOR,,,,,Fled/Escaped,false,None
20240209GATRE,15,Male,,Student,Fled/Apprehended,false,None
20240208MDBEB,Teen,Male,,Student,Fled/Escaped,false,None
20240208TNMEN,17,Male,,No Relation,Fled/Apprehended,false,None
20240208TNMEN,18,Male,,No Relation,Fled/Apprehended,false,None
20240207ORWIE,17,Male,,No Relation,Fled/Apprehended,false,None
20240207ORWIE,19,Male,,No Relation,Fled/Apprehended,false,None
2024207TXKUH,,,,No Relation,Fled/Escaped,false,None
20240206TNNOC,,,,,Fled/Escaped,false,None
20240205GALUA,Teen,Male,,Student,Apprehended/Killed by LE,false,None
20240202AZLAA,Teen,Male,,Student,Apprehended/Killed by LE,false,None
20240201TNHAN,13,Male,,Student,Fled/Apprehended,false,None
20240201GAMCP,17,Male,,Student,Fled/Apprehended,false,None
20240201GAMCP,17,Male,,Student,Fled/Apprehended,false,None
20240131CADUD,Teen,,,Student,Fled/Escaped,false,None
20240131ILCHC,14,Male,,,Fled/Escaped,false,None
20240131ILCHC,17,Male,,,Fled/Escaped,false,None
20240131ILCHC,Teen,Male,,,Fled/Escaped,false,None
20240130TNBLM,17,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20240130TNBLM,17,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20240130INBEB,17,Male,,Student,Fled/Apprehended,false,None
20240130CAGRS,14,Male,,Student,Fled/Apprehended,false,None
20240130ALLEM,16,Female,,Student,Fled/Apprehended,false,None
20240129TXCOA,17,Male,Asian,Student,Fled/Apprehended,false,None
20240126ILINC,,,,,Fled/Escaped,false,None
20240126ILINC,,,,,Fled/Escaped,false,None
20240126ALHUH,30,Female,Middle Eastern,Relative,Fled/Apprehended,false,None
20240124TNWEM,,Male,,,Fled/Escaped,false,None
20240122ILCIC,,Male,,,Fled/Escaped,false,None
20240122ILCIC,,Male,,,Fled/Escaped,false,None
20240118MNCOS,30,Male,,Nonstudent Using Athletic Facilities/Attending Game,Surrendered,false,Wounded
20240117VAWED,24,Male,White,No Relation,Attempted Suicide,false,Wounded
20240117INLIG,17,Male,,Student,Apprehended/Killed by LE,false,None
20240117MDCHE,,,,,Fled/Escaped,false,None
20240113INLAF,,,,,Fled/Escaped,false,None
20240112VABEM,18,Male,,,Fled/Apprehended,false,Wounded
20240112OKHEO,Teen,Male,,Student,Apprehended/Killed by LE,false,None
20240112OHROD,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20240111FLNOM,15,Male,,Student,Fled/Apprehended,false,None
20240111LABOB,16,Male,,Student,Fled/Apprehended,false,None
20240110WAWHW,Teen,Male,,Student,Apprehended/Killed by SRO,false,None
20240109TXACH,,,,No Relation,Fled/Escaped,false,None
20240108MSSIS,,,,,Fled/Escaped,false,None
20240108CARIR,,,,,Fled/Escaped,false,None
20240104IAPEP,17,Male,,Student,Suicide,true,Suicide
20240103TNFRM,,,,No Relation,Fled/Escaped,false,None
20240103VAMAM,14,Male,,Student,Fled/Escaped,false,None
20240101LABAM,Adult,Male,,No Relation,Apprehended/Killed by LE,false,None
20231226RIEME,,,,,Fled/Escaped,false,None
20231220TXEAF,Teen,,,,Fled/Escaped,false,None
20231220NJKIN,,,,,Fled/Escaped,false,None
20231219COLEC,,,,,Fled/Escaped,false,None
20231219TXCYK,Teen,Male,,,Fled/Escaped,false,None
20231218VAORC,,,,,Fled/Escaped,false,None
20231218INEGH,14,Female,,Student,Apprehended/Killed by SRO,false,None
20231215CAPAP,Adult,Male,Hispanic,No Relation,Fled/Escaped,false,None
20231215TNLEN,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20231213MIDED,15,Male,,Student,Apprehended/Killed by LE,false,None
20231212MICOK,,,,,Fled/Escaped,false,None
20231211NYROQ,Teen,Male,,,Fled/Escaped,false,None
20231208MONOS,37,Male,,No Relation,Fled/Apprehended,false,None
20231208NMATA,16,Male,,Student,Fled/Apprehended,false,None
20231208VAWOW,17,Male,,Student,Fled/Apprehended,false,None
20231208WIBUW,33,Male,,Parent,Fled/Apprehended,false,None
20231206INLAL,13,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20231205NCVAH,,,,,Fled/Escaped,false,None
20231205TXNOA,Adult,Male,,No Relation,Fled/Apprehended,false,None
20231202VADRA,21,Male,Black,No Relation,Fled/Apprehended,false,None
20231202VADRA,18,Male,Black,No Relation,Fled/Apprehended,false,None
20231201OHBUA,15,Male,,Nonstudent,Apprehended/Killed by SRO,false,None
20231201OHNOC,Adult,Male,,No Relation,Fled/Escaped,false,None
20231201DCKIW,,Male,,,Fled/Escaped,false,None
20231130TXBUH,30,Male,,No Relation,Fled/Apprehended,true,Fatal
20231129OHMAT,18,Male,Black,No Relation,Fled/Apprehended,false,None
20231128TXNOH,Teen,Male,,Student,Fled/Apprehended,false,None
20231126OHEDD,Teen,Male,,,Fled/Escaped,false,None
20231123OHSOC,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20231119ILURU,Adult,Male,,No Relation,Fled/Escaped,false,None
20231117LAACL,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20231116CALAW,Adult,Male,,,Fled/Apprehended,false,None
20231116OHSTC,Adult,Male,,No Relation,Fled/Apprehended,false,None
20231114MILID,Teen,Male,,Student,Apprehended/Killed by SRO,false,None
2023114ILMAP,,,,,Fled/Escaped,false,None
2023113KYJEL,Teen,Male,,Student,Fled/Escaped,false,None
20231113NJCEN,,,,,Fled/Escaped,false,None
20231110CAVAV,,,,,Fled/Escaped,false,None
20231109NVLAL,44,Male,Black,No Relation,Fled/Apprehended,false,None
20231109ALESA,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20231108CTLIN,Adult,Male,,No Relation,Subdued by Students/Staff/Other,false,None
20231107CABUB,15,Male,,Student,Fled/Apprehended,false,None
20231103INKII,15,Male,,Nonstudent,Fled/Apprehended,false,None
20231102NCFRM,20,Male,Black,No Relation,Fled/Apprehended,false,None
20231102NCFRM,20,Male,Black,No Relation,Fled/Apprehended,false,None
20231102OHWAL,20,Male,,No Relation,Fled/Apprehended,false,None
20231102ALSMS,16,Male,,Student,Fled/Apprehended,false,None
20231031NVCOL,Adult,Male,Hispanic,Parent,Fled/Apprehended,false,None
20231030NCRAR,,,,,Fled/Escaped,false,None
20231028TXDUS,Adult,,,Police Officer/SRO,Law Enforcement,false,None
20231027LADOD,21,Male,,No Relation,Fled/Apprehended,false,None
20231027MDCAB,15,Male,,Student,Apprehended/Killed by LE,false,Wounded
20231027MDCAB,15,Male,,Student,Apprehended/Killed by LE,false,Wounded
20231027MIDED,,,,,Fled/Escaped,false,None
20231026CALEL,Adult,,,Police Officer/SRO,Law Enforcement,false,None
20231026VTMOM,Adult,,,No Relation,Fled/Apprehended,false,None
20231026FLNFJ,Adult,Male,,No Relation,Apprehended/Killed by LE,false,None
20231024MDEDW,29,Male,,No Relation,Fled/Apprehended,false,None
20231023WIKEG,32,Male,White,No Relation,Apprehended/Killed by LE,true,Fatal
20231020FLLIT,16,Male,,Student,Apprehended/Killed by SRO,false,None
20231020FLFAT,53,Male,,Intimate Relationship,Suicide,true,Suicide
20231019WAEVV,16,Male,,Student,Fled/Apprehended,false,None
20231019ILMAC,,,,,Fled/Escaped,false,None
20231019TXNAA,,,,,Fled/Escaped,false,None
20231019CAGRF,12,Male,Black,Student,Subdued by Students/Staff/Other,false,None
20231018WILUW,Adult,Male,,No Relation,Apprehended/Killed by LE,true,Fatal
20231015OHEAT,23,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20231015MOKIK,39,Male,White,Parent,Subdued by Students/Staff/Other,false,None
20231015TXFRD,22,Male,Black,No Relation,Fled/Apprehended,false,None
20231015TXFRD,38,Male,Black,No Relation,Fled/Apprehended,false,None
